Kurvenpunkte
.2659653E+03;.6430005E+00
.2671497E+03;.7065551E+00
.2683340E+03;.7756194E+00
.2695183E+03;.8506000E+00
.2707027E+03;.9319278E+00
.2718870E+03;.1020059E+01
.2730714E+03;.1115475E+01
.2742557E+03;.1218687E+01
.2754400E+03;.1330233E+01
.2766244E+03;.1450681E+01
.2778087E+03;.1580629E+01
.2789930E+03;.1720710E+01
.2801773E+03;.1871586E+01
.2813617E+03;.2033957E+01
.2825460E+03;.2208557E+01
.2837303E+03;.2396156E+01
.2849147E+03;.2597564E+01
.2860990E+03;.2813628E+01
.2872834E+03;.3045238E+01
.2884677E+03;.3293325E+01
.2896520E+03;.3558862E+01
.2908363E+03;.3842869E+01
.2920207E+03;.4146408E+01
.2932050E+03;.4470592E+01
.2943893E+03;.4816579E+01
.2955737E+03;.5185579E+01
.2967580E+03;.5578852E+01
.2979424E+03;.5997710E+01
.2991267E+03;.6443519E+01
.3003110E+03;.6917700E+01
.3014954E+03;.7421729E+01
.3026797E+03;.7957141E+01
.3038640E+03;.8525529E+01
.3050483E+03;.9128545E+01
.3062327E+03;.9767903E+01
.3074170E+03;.1044538E+02
.3086013E+03;.1116282E+02
.3097857E+03;.1192212E+02
.3109700E+03;.1272526E+02
.3121544E+03;.1357426E+02
.3133387E+03;.1447125E+02
.3145230E+03;.1541840E+02
.3157073E+03;.1641795E+02
.3168917E+03;.1747222E+02
.3180760E+03;.1858360E+02
.3192603E+03;.1975456E+02
.3204447E+03;.2098763E+02
.3216290E+03;.2228544E+02
.3228134E+03;.2365068E+02
.3239977E+03;.2508611E+02
.3251820E+03;.2659457E+02
.3263663E+03;.2817901E+02
.3275507E+03;.2984243E+02
.3287350E+03;.3158791E+02
.3299193E+03;.3341863E+02
.3311037E+03;.3533784E+02
.3322880E+03;.3734887E+02
.3334724E+03;.3945514E+02
.3346567E+03;.4166016E+02
.3358410E+03;.4396751E+02
.3370254E+03;.4638087E+02
.3382097E+03;.4890399E+02
.3393940E+03;.5154071E+02
.3405783E+03;.5429498E+02
.3417627E+03;.5717081E+02
.3429470E+03;.6017230E+02
.3441313E+03;.6330364E+02
.3453157E+03;.6656911E+02
.3465000E+03;.6997310E+02
.3476844E+03;.7352003E+02
.3488687E+03;.7721445E+02
.3500530E+03;.8106101E+02
.3512373E+03;.8506441E+02
.3524217E+03;.8922946E+02
.3536060E+03;.9356106E+02
.3547903E+03;.9806418E+02
.3559747E+03;.1027439E+03
.3571590E+03;.1076053E+03
.3583434E+03;.1126538E+03
.3595277E+03;.1178945E+03
.3607120E+03;.1233330E+03
.3618964E+03;.1289747E+03
.3630807E+03;.1348252E+03
.3642650E+03;.1408902E+03
.3654493E+03;.1471754E+03
.3666337E+03;.1536867E+03
.3678180E+03;.1604300E+03
.3690023E+03;.1674112E+03
.3701867E+03;.1746365E+03
.3713710E+03;.1821120E+03
.3725554E+03;.1898439E+03
.3737397E+03;.1978386E+03
.3749240E+03;.2061025E+03
.3761083E+03;.2146421E+03
.3772927E+03;.2234638E+03
.3784770E+03;.2325744E+03
.3796613E+03;.2419805E+03
.3808457E+03;.2516889E+03
.3820300E+03;.2617064E+03
.3832144E+03;.2720399E+03
.3843987E+03;.2826965E+03
.3855830E+03;.2936832E+03
.3867674E+03;.3050071E+03
.3879517E+03;.3166754E+03
.3891360E+03;.3286953E+03
.3903203E+03;.3410742E+03
.3915047E+03;.3538194E+03
.3926890E+03;.3669384E+03
.3938734E+03;.3804387E+03
.3950577E+03;.3943279E+03
.3962420E+03;.4086134E+03
.3974264E+03;.4233031E+03
.3986107E+03;.4384046E+03
.3997950E+03;.4539258E+03
.4009793E+03;.4698744E+03
.4021637E+03;.4862583E+03
.4033480E+03;.5030855E+03
.4045323E+03;.5203639E+03
.4057167E+03;.5381016E+03
.4069010E+03;.5563065E+03
.4080854E+03;.5749869E+03
.4092697E+03;.5941509E+03
.4104540E+03;.6138066E+03
.4116384E+03;.6339623E+03
.4128227E+03;.6546263E+03
.4140070E+03;.6758068E+03
.4151913E+03;.6975122E+03
.4163757E+03;.7197508E+03
.4175600E+03;.7425311E+03
.4187444E+03;.7658615E+03
.4199287E+03;.7897503E+03
.4211130E+03;.8142061E+03
.4222974E+03;.8392375E+03
.4234817E+03;.8648528E+03
.4246660E+03;.8910609E+03
.4258503E+03;.9178699E+03
.4270347E+03;.9452888E+03
.4282190E+03;.9733260E+03
.4294034E+03;.1001990E+04
.4305877E+03;.1031290E+04
.4317720E+03;.1061234E+04
.4329564E+03;.1091831E+04
.4341407E+03;.1123089E+04
.4353250E+03;.1155018E+04
.4365093E+03;.1187626E+04
.4376937E+03;.1220921E+04
.4388780E+03;.1254913E+04
.4400623E+03;.1289610E+04
.4412467E+03;.1325021E+04
.4424310E+03;.1361154E+04
.4436154E+03;.1398018E+04
.4447997E+03;.1435622E+04
.4459840E+03;.1473975E+04
.4471684E+03;.1513085E+04
.4483527E+03;.1552961E+04
.4495370E+03;.1593612E+04
.4507213E+03;.1635046E+04
.4519057E+03;.1677272E+04
.4530900E+03;.1720299E+04
.4542744E+03;.1764135E+04
.4554587E+03;.1808790E+04
.4566430E+03;.1854271E+04
.4578274E+03;.1900587E+04
.4590117E+03;.1947747E+04
.4601960E+03;.1995759E+04
.4613803E+03;.2044633E+04
.4625647E+03;.2094376E+04
.4637490E+03;.2144997E+04
.4649333E+03;.2196505E+04
.4661177E+03;.2248908E+04
.4673020E+03;.2302215E+04
.4684864E+03;.2356434E+04
.4696707E+03;.2411573E+04
.4708550E+03;.2467641E+04
.4720394E+03;.2524646E+04
.4732237E+03;.2582597E+04
.4744080E+03;.2641502E+04
.4755923E+03;.2701370E+04
.4767767E+03;.2762208E+04
.4779610E+03;.2824024E+04
.4791454E+03;.2886828E+04
.4803297E+03;.2950628E+04
.4815140E+03;.3015430E+04
.4826984E+03;.3081245E+04
.4838827E+03;.3148079E+04
.4850670E+03;.3215941E+04
.4862513E+03;.3284839E+04
.4874357E+03;.3354780E+04
.4886200E+03;.3425774E+04
.4898044E+03;.3497828E+04
.4909887E+03;.3570949E+04
.4921730E+03;.3645146E+04
.4933574E+03;.3720427E+04
.4945417E+03;.3796800E+04
.4957260E+03;.3874271E+04
.4969104E+03;.3952850E+04
.4980947E+03;.4032543E+04
.4992790E+03;.4113359E+04
.5004633E+03;.4195306E+04
.5016477E+03;.4278390E+04
.5028320E+03;.4362619E+04
.5040164E+03;.4448002E+04
.5052007E+03;.4534545E+04
.5063850E+03;.4622257E+04
.5075694E+03;.4711144E+04
